iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-constraint-04,constraint,1,13,13,1,1,3,1,0,12,9,2,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""X"",""J2"":""Z"",""J3"":""X"",""J4"":""X"",""J5"":""Y"",""J6"":""Y"",""J7"":""W"",""J8"":""Z"",""J9"":""W""},""total_cost"":161}"
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-constraint-05,constraint,0,12,13,0,0,3,0,0,12,9,2,0,0,"{""answer"":{""J1"":""Y"",""J10"":""X"",""J11"":""Z"",""J12"":""X"",""J2"":""W"",""J3"":""Y"",""J4"":""Z"",""J5"":""W"",""J6"":""X"",""J7"":""W"",""J8"":""Z"",""J9"":""Y""},""total_cost"":73}"
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-constraint-06,constraint,1,13,13,0,1,3,1,0,12,9,1,1,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""W"",""J12"":""W"",""J2"":""Y"",""J3"":""Z"",""J4"":""X"",""J5"":""Y"",""J6"":""X"",""J7"":""X"",""J8"":""Z"",""J9"":""Y""},""total_cost"":182}"
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-logic-01,logic,0,7,17,0,0,3,0,0,12,9,1,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-logic-02,logic,1,17,17,1,1,3,1,0,12,8,1,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""liar""}}"
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-logic-03,logic,0,11,17,0,0,3,0,0,12,9,2,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-logic-04,logic,0,11,17,0,0,3,0,0,12,9,3,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""liar""}}"
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-logic-05,logic,0,16,17,0,1,3,0,0,12,8,2,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
5,choose-compare-9x3-guarded,Guarded Nine-Bank Candidate Adjudication,cal-t4-logic-06,logic,1,17,17,0,1,3,1,0,12,8,1,1,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-sequence-01,sequence,0,0,3,0,0,3,0,0,12,6,3,0,0,"{""answer"":[42,17,93]}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-sequence-02,sequence,0,2,3,0,1,3,1,0,12,4,3,0,0,"{""answer"":[21,65,3]}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-sequence-03,sequence,0,2,3,1,1,3,1,0,12,5,2,0,1,"{""answer"":[74,63,32]}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-sequence-04,sequence,0,0,3,0,1,0,,0,9,4,0,0,0,"{""answer"":[0,0,0]}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-sequence-05,sequence,0,0,3,0,1,3,0,0,12,7,2,0,0,"{""answer"":[14,54,52]}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-sequence-06,sequence,0,0,3,0,1,3,1,0,12,6,3,0,0,"{""answer"":[32,70,31]}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-constraint-01,constraint,1,13,13,0,0,3,0,1,12,6,1,1,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""X"",""J2"":""Z"",""J3"":""Y"",""J4"":""Z"",""J5"":""X"",""J6"":""W"",""J7"":""X"",""J8"":""Y"",""J9"":""W""},""total_cost"":176}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-constraint-02,constraint,0,4,13,0,1,3,1,0,12,6,2,0,0,"{""answer"":{""J1"":""Y"",""J10"":""X"",""J11"":""Z"",""J12"":""Z"",""J2"":""W"",""J3"":""Y"",""J4"":""X"",""J5"":""Y"",""J6"":""W"",""J7"":""Z"",""J8"":""W"",""J9"":""X""},""total_cost"":127}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-constraint-03,constraint,0,8,13,0,0,3,0,0,12,9,3,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""W"",""J12"":""Z"",""J2"":""W"",""J3"":""Z"",""J4"":""Y"",""J5"":""X"",""J6"":""Y"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":186}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-constraint-04,constraint,1,13,13,1,1,3,1,0,12,9,2,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""X"",""J2"":""Z"",""J3"":""X"",""J4"":""X"",""J5"":""Y"",""J6"":""Y"",""J7"":""W"",""J8"":""Z"",""J9"":""W""},""total_cost"":161}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-constraint-05,constraint,0,7,13,0,0,3,0,0,12,9,3,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Z"",""J12"":""X"",""J2"":""W"",""J3"":""W"",""J4"":""Z"",""J5"":""X"",""J6"":""Y"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":98}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-constraint-06,constraint,1,13,13,0,1,3,1,0,12,9,1,1,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""W"",""J12"":""W"",""J2"":""Y"",""J3"":""Z"",""J4"":""X"",""J5"":""Y"",""J6"":""X"",""J7"":""X"",""J8"":""Z"",""J9"":""Y""},""total_cost"":182}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-logic-01,logic,0,8,17,0,0,3,0,0,12,9,3,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-logic-02,logic,1,17,17,1,1,3,1,0,12,8,2,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""liar""}}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-logic-03,logic,0,15,17,0,0,3,0,0,12,9,3,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-logic-04,logic,0,9,17,0,0,3,0,0,12,9,3,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""liar""}}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-logic-05,logic,1,17,17,0,1,3,0,1,12,8,2,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
5,repair-rederive-9x3-delegate,Guarded Rederivation with Delegate Fusion,cal-t4-logic-06,logic,1,17,17,0,1,3,1,0,12,8,1,1,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
